# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 2948
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 2948
DATA ascii
0.12851195 6.38497686 0.50201428
0.11001325 6.47048855 0.59527427
0.37654290 6.31707525 0.61710930
0.14295143 6.56682014 0.73725510
0.48418665 6.14246941 0.51473397
-0.03578547 6.01078320 -0.07009347
0.05604367 6.02560043 0.07322156
-0.01970319 6.27180767 0.23855284
0.17025974 6.07337713 0.23922330
0.21440610 6.18008709 0.38151196
0.15098920 6.21948624 0.36358052
0.32166284 6.14411831 0.44240338
0.32127827 6.22356939 0.50584179
0.39010355 6.04487562 0.39938194
0.62072313 5.86652565 0.37369663
0.08764642 5.78259945 -0.12397923
0.23464373 5.64677143 -0.04745287
0.15001418 5.90010643 0.06510527
0.18800053 5.85773611 0.07204518
0.29628196 5.76986027 0.11199450
0.33637646 5.80645275 0.17430659
0.41963017 5.71429825 0.17333721
0.52050930 5.79042149 0.28108138
0.50280952 5.64548016 0.17914948
0.38619164 5.45026875 -0.02640462
0.35633984 5.60877895 0.05463426
0.42650843 5.52697992 0.06788778
0.45318729 5.51216316 0.07744905
0.76574695 8.18659115 -2.38950348
0.76831228 8.29364300 -2.34624934
0.63344973 8.18961143 -3.01705074
0.77658546 8.28435230 -2.30964732
0.78106886 8.16712761 -2.32237172
0.85345697 8.16631985 -1.97875607
0.74653697 8.21334076 -2.47298932
0.54672575 8.16872120 -3.43606138
0.58795089 8.22730064 -3.22846365
0.77829152 8.20134830 -2.33410454
0.63370252 8.31606293 -2.99293280
0.81019658 8.10615540 -2.20384836
0.75136453 8.23263741 -2.45465136
0.69808477 8.21314526 -2.71078825
0.69177341 8.18240929 -2.74728036
0.50729328 8.18106461 -3.62909603
0.48274153 8.39648819 -3.33034325
0.58289725 8.35898685 -3.13527584
0.55072623 8.38685036 -3.17070079
0.43204558 8.33115673 -3.57424355
0.40983167 8.18323612 -3.77741241
0.38092378 8.34663868 -3.46288514
0.41181880 8.19672775 -3.76593304
0.24407695 8.35308075 -3.10358572
0.18643902 8.32504940 -2.98934507
0.21817392 8.33810902 -3.05495572
0.20113519 8.21344566 -3.12780285
0.17040803 8.23431969 -3.01175046
0.10625444 8.23098183 -2.80556536
0.12720528 8.15176296 -2.93471503
0.06592017 8.17600155 -2.71663809
-0.01248537 8.14622402 -2.16729832
0.10264772 8.27532578 -2.66278934
0.77534699 8.20847702 -2.34191418
1.00574100 7.81381989 -1.30492795
0.87912458 8.09448433 -1.87855530
0.79862362 8.19984436 -2.10657263
0.80750757 8.14355469 -2.14667320
0.78037995 8.19446087 -2.25464392
0.83118248 8.10069466 -2.04945970
0.74849010 8.28338909 -2.32617140
0.66969579 8.34881020 -2.79680133
0.53752357 8.43208313 -3.05474401
0.59008193 8.42114258 -2.77674961
0.58857012 8.44651127 -2.57593870
0.55533695 8.46532536 -2.62112951
0.49749660 8.45492649 -3.05683112
0.28605613 8.43238544 -2.99413872
0.39252472 8.47468090 -3.32348299
0.34890032 8.45815563 -3.18300223
0.29403237 8.49257755 -2.62268496
0.12587383 8.38221264 -2.39504075
0.24251744 8.43340302 -2.73087907
0.15768357 8.38871670 -2.53892899
-0.04747534 8.10205078 -1.89946961
0.01014918 8.22452736 -2.03756833
0.10656065 8.34889793 -2.45339918
0.10685517 8.27934170 -2.61511421
0.03451646 8.26600552 -2.09934139
-0.13154301 7.91978121 -1.34337902
0.88758475 8.01309872 -1.71137249
0.99314064 7.73788166 -1.25590312
1.00625026 7.66139317 -1.11181200
1.05222702 7.55893373 -0.96828395
0.83022112 8.06406116 -1.71002436
0.65920967 8.36266232 -2.28124237
0.71049201 8.34612846 -2.26545095
0.58478218 8.43202305 -2.44530678
0.59937149 8.35121155 -2.19536138
0.45263872 8.47479630 -2.45151162
0.59704858 8.35228920 -2.19582868
0.49785528 8.35570621 -2.04196143
0.37864828 8.52227783 -2.58219504
0.30005413 8.49632454 -2.57247901
0.38688514 8.55602169 -2.70754647
0.21315199 8.37812138 -2.20419073
0.22018242 8.34488773 -2.07103586
0.36353946 8.38670444 -2.06116414
0.01602501 8.18198872 -1.85220134
0.06202513 8.29084873 -2.10991025
-0.11699545 7.85582399 -1.11717236
0.89171398 7.86509991 -1.39392161
1.02631390 7.43100166 -0.84955657
0.78408921 7.94641542 -1.43510234
0.78071797 8.02295208 -1.55900812
0.87148309 7.77537537 -1.25303042
0.74726927 8.01031208 -1.52072299
0.65120339 8.22478008 -1.85098898
0.57386428 8.20666218 -1.80468833
0.52599472 8.18463612 -1.74783182
0.54094684 8.15178108 -1.69485629
0.41691819 8.27535343 -1.85971344
0.58881080 8.13269806 -1.68396342
0.29767463 8.20884037 -1.73257720
0.32364377 8.17931747 -1.67908025
0.40075052 8.15879536 -1.64267230
0.27191818 8.32628727 -1.94642282
0.07002245 8.13636875 -1.59958386
0.39431381 8.08388805 -1.50613558
0.18741067 8.10617638 -1.54572630
0.02802972 8.03503704 -1.41840422
-0.11129706 7.71596956 -0.84797788
0.06829119 8.05740547 -1.45831203
-0.05171762 7.67886877 -0.80777252
-0.09570085 7.65209770 -0.74804372
0.90578061 7.48214722 -0.90338176
0.95580745 7.33852959 -0.75360167
0.80875921 7.56952763 -0.97068715
0.77439874 7.71540785 -1.12456918
0.79219687 7.53509951 -0.92360395
0.44398358 8.04433823 -1.46188974
0.72098053 7.84574699 -1.26756501
0.57295418 7.95782375 -1.37839437
0.45500106 7.98648262 -1.39275885
0.49887717 7.64707375 -0.97481591
0.44076866 7.86307526 -1.23161530
0.33000001 7.73735046 -1.04179239
0.19074896 7.96097517 -1.28822207
0.31987059 7.80137587 -1.12032866
0.15921710 7.88276386 -1.18050170
0.35846722 7.65291786 -0.94325578
0.38392460 7.69213867 -0.99890172
0.30273008 7.67099190 -0.95159125
-0.03447755 7.53613043 -0.62698948
0.05681475 7.72848415 -0.94063324
-0.01195691 7.55286837 -0.66407675
-0.02763548 7.35660410 -0.41660810
-0.05775069 7.34057617 -0.37503070
0.90753871 7.05861425 -0.48466599
0.80304331 7.38127184 -0.76519376
0.87140876 6.93595409 -0.37732494
0.81846946 7.23916578 -0.64388376
0.63475233 7.38080931 -0.73887253
0.67258620 7.28787136 -0.65739542
0.57195121 7.38550949 -0.73392463
0.52642202 7.26284218 -0.59902555
0.53886992 7.24761486 -0.58720434
0.33643839 7.43578053 -0.71105772
0.20086940 7.52374458 -0.75116020
0.39672565 7.59233475 -0.88953131
0.36940858 7.28232718 -0.56893730
0.33000448 7.28128481 -0.55426484
0.13734761 7.29205370 -0.47704917
0.12848289 7.21565294 -0.38676128
0.09548115 7.43609953 -0.60127497
0.02977059 7.11883974 -0.21016163
0.83207774 6.83205318 -0.29276717
0.79519773 6.89247847 -0.33662277
0.69389749 6.76586008 -0.22721773
0.57602036 7.12061024 -0.47998646
0.58572674 7.12098742 -0.48216674
0.49033543 6.81300259 -0.21178992
0.39282203 6.99047565 -0.32132697
0.33465156 7.01009512 -0.31469306
0.36344171 6.91466045 -0.24768585
0.20576198 7.08951759 -0.31950143
0.23443890 6.88560390 -0.15183598
0.30598751 6.77985954 -0.10952812
0.60616684 6.58368158 -0.07826333
0.54950094 6.56511545 -0.06118692
0.41167694 6.78726959 -0.16405655
0.37736300 6.70243359 -0.09470510
0.35261285 6.68401957 -0.06514821
2.31055570 9.13513660 2.19218206
2.65932679 9.15259647 2.45966005
2.02935004 9.24319172 1.95173967
2.77425480 9.13653469 2.55222654
2.09650135 9.30795860 1.99077952
1.83755600 9.21193790 1.80904305
2.59133196 9.15158367 2.40702868
1.86205602 9.20368481 1.82975614
2.77280736 9.13675022 2.55105829
2.88139486 9.12548065 2.63824677
1.93868673 9.15969372 1.89977515
2.61717677 9.18853378 2.42135429
2.66854405 9.12031269 2.47390103
2.69071507 9.21551132 2.47346163
2.98215985 9.19207382 2.70415068
2.68925714 9.13254356 2.48771882
2.66859150 9.15074635 2.46829319
2.18508410 9.21837997 2.08024645
3.15514946 9.14559078 2.84871101
3.17115021 9.40071297 2.65699887
3.36226869 9.08538818 3.01877975
3.08886933 9.40986633 2.60802460
2.81797075 9.36006737 2.51420498
3.41630936 9.07267666 3.05659556
3.25959086 9.18224335 2.88560724
3.33972001 9.16792393 2.79909945
3.33596182 9.21894360 2.82484531
3.37501025 9.14000511 2.86190701
3.18794799 9.34931850 2.54743791
3.21633244 9.26977158 2.55708194
3.19390345 9.28183842 2.50274014
3.11597013 9.28756523 2.28062105
3.16403627 9.24329948 2.38014698
3.02143955 9.04053879 1.94258153
3.08981586 9.18950939 2.14845085
3.15851188 9.13728333 2.29459882
3.20857406 9.02827454 2.37977839
3.23349285 9.06433392 2.44932437
3.15370035 9.07747173 2.26528525
2.76299357 9.11424637 1.56313324
2.73756218 9.06822205 1.39123166
1.50502872 8.99536324 1.58795452
2.39861870 9.28301334 2.23313832
1.50354087 8.95773029 1.59045315
1.59803569 9.00198174 1.65734935
1.50802290 8.94389915 1.59161520
2.16336417 9.34492779 1.98577476
1.49504805 8.96922302 1.56788933
2.24023867 9.32812500 2.06257200
2.29278040 9.35128593 2.09847736
1.52250147 8.99827766 1.57853532
2.34047413 9.34903622 2.14221025
2.72742105 9.41023731 2.34433675
2.73931837 9.39715385 2.39566016
2.55840158 9.44852257 2.13531351
2.75979495 9.51387501 2.15117526
2.72172308 9.48247433 2.18794870
2.91811228 9.46370506 2.37568021
2.36523390 9.41130447 2.06692553
3.10729027 9.45359993 2.52208304
2.98247719 9.42173195 2.24858141
3.10386109 9.36810112 2.35710001
3.07745361 9.32950306 2.23995638
2.83106208 9.32469654 1.80845940
2.79188418 9.41846848 1.91560245
2.82424259 9.30354691 1.75745404
2.82040167 9.31970119 1.78089869
2.63272285 9.13876629 1.37074721
2.70190549 9.20175076 1.50477040
2.92094707 9.26667690 1.87889624
2.33853483 8.90223885 0.81252241
2.66261816 9.08033657 1.39668739
2.53293657 9.13454437 1.22018468
2.12991285 8.79475498 0.55527937
1.69954503 9.09052753 1.68269229
1.49866688 8.94803619 1.52886164
1.64343154 9.07756042 1.56482196
1.93883967 9.26478672 1.75219524
1.74264932 9.17054176 1.58324409
1.91594851 9.24687672 1.67409468
2.49008942 9.45408154 1.99204767
2.41033769 9.42357540 1.93647516
2.46702695 9.44300079 1.83078861
2.52180982 9.46055794 1.93569136
1.87761879 9.23359013 1.61121845
2.12633419 9.32122326 1.73638868
2.49250937 9.45291233 1.80225194
2.62529373 9.34384060 1.59680235
2.57643318 9.45018864 1.81554580
2.61651683 9.36745739 1.64614356
2.66100049 9.47271633 1.89683187
2.51506376 9.29343987 1.44801915
2.57467794 9.27487087 1.42911899
2.32642293 9.17840481 1.13602245
2.41158915 9.25984955 1.34001148
2.14345145 8.88899040 0.67034620
2.36228204 9.12900829 1.08366299
2.21016431 9.01356506 0.84524977
2.20990109 8.96828365 0.80195051
1.92880332 8.69058895 0.32810247
2.00212193 8.78714561 0.48137999
0.85435319 8.52865696 1.09844244
0.84425527 8.51976967 1.09168124
1.16747499 8.70551014 1.22284722
1.26886332 8.78461552 1.23958051
1.32913446 8.83247185 1.26604927
1.61782992 9.06647396 1.48770428
1.99839187 9.24849796 1.52113450
1.81223023 9.18840885 1.55070639
2.14976501 9.31883144 1.54720497
1.59879732 9.00570297 1.31898594
1.98189795 9.18148518 1.34569633
1.61888504 8.98177147 1.21585405
1.77756858 9.06627178 1.26272047
1.55180514 8.94428825 1.18981278
1.54232705 8.95054245 1.22693586
2.28144932 9.16545296 1.10289419
2.11401105 9.16200733 1.19118786
1.91325343 9.07773685 1.12414908
2.26658249 9.26714134 1.33079028
1.97961485 9.13892460 1.21822453
1.97077966 9.02199554 0.97429228
2.13814783 9.09739494 1.03845620
1.87818444 9.03212929 1.04728830
1.91976285 8.91777706 0.78474170
1.85013545 8.71945763 0.40744835
1.96082366 8.81213093 0.53960967
1.98051238 8.82086182 0.54677957
1.84350002 8.77271271 0.52908075
1.59238017 8.44467258 0.04340282
0.63836789 8.23924255 0.87221462
0.87845117 8.41048145 0.94938290
0.67397559 8.29998779 0.91716588
1.08877945 8.52995872 0.91858864
0.79262984 8.27899361 0.82919908
1.01238048 8.47621727 0.91971546
1.40422034 8.75262833 0.99683714
1.35979450 8.76540756 1.05571496
1.29909253 8.72157478 1.03696775
1.67096543 8.93805313 1.06757855
1.49804175 8.76019287 0.91113603
1.49267554 8.77799892 0.95422012
1.41707754 8.65267754 0.78538328
1.44784296 8.69538307 0.83698452
1.53805578 8.73184681 0.80580878
1.75504124 8.81020927 0.72236025
1.81682456 8.99114799 1.01254165
1.65939641 8.80281162 0.81286657
1.69168758 8.79131985 0.75462186
1.57360160 8.63894844 0.58450931
1.74484181 8.73822880 0.59205735
1.52774704 8.51389694 0.39138207
1.45024681 8.31926727 -0.03712165
1.61843216 8.53696537 0.28515503
1.81647623 8.74782467 0.50837827
1.34012198 8.18492889 -0.14390729
1.40244067 8.27668667 -0.02650036
1.40256202 8.30553341 0.08324134
0.76746279 8.22738266 0.77097499
0.84939140 8.26588821 0.76159608
0.80354112 8.23538780 0.75803983
0.60478997 7.91299868 0.53460622
0.62778223 7.93328810 0.53835469
1.08083844 8.39539814 0.71848685
0.84410334 8.10880089 0.55296201
1.02644300 8.32391548 0.67287439
1.09743369 8.41360569 0.72755694
1.15084779 8.35540962 0.59472620
1.01762557 8.21711731 0.52736408
1.11581457 8.30940247 0.56132287
1.33199167 8.38551998 0.40962708
1.09927857 8.17843151 0.36237139
1.27427220 8.42309856 0.55695546
1.34357631 8.37865829 0.38127613
1.17794406 8.16019821 0.22362436
1.19302773 8.12371826 0.13953002
1.43485880 8.37239265 0.21697408
1.44713604 8.38665199 0.22606327
1.41708052 8.34272861 0.17036076
1.15503407 8.02025890 -0.08435211
1.11613262 8.01508713 0.04172417
0.56950855 7.82464981 0.47196871
0.74904162 7.98665810 0.49411479
0.73319626 7.93878412 0.45508951
0.77268279 7.86928368 0.32940349
0.80911446 8.02272034 0.47479632
0.81052029 7.86677694 0.28412080
1.00483084 7.97202539 0.16345133
1.03195632 7.96837139 0.11595817
0.96008193 7.87901831 0.08660591
0.90767318 7.76884365 -0.00967719
1.02392995 7.83633137 -0.18908860
0.81579798 7.58601046 -0.19657777
0.51033562 7.41449022 0.08617637
0.70212430 7.69303274 0.18071027
0.70678568 7.57667494 0.04078019
0.81521541 7.65263128 -0.04562349
0.77093995 7.53784323 -0.18131170
-2.04126382 10.12572479 -0.54074359
-2.28407907 10.10777664 -0.53414673
-1.55020058 10.27552986 -0.53958291
-1.97985649 10.15498352 -0.53925365
-2.27811766 10.20182228 -0.52234924
-2.25732017 10.19798756 -0.52360076
-2.03568912 10.10950947 -0.54301929
-1.38541567 10.11838818 -0.56677312
-1.58627725 10.06945610 -0.56481975
-2.31141782 10.10831928 -0.53312796
-1.60487247 10.11551666 -0.55885494
-1.68234241 10.18560696 -0.54793060
-1.33490419 10.09527493 -0.57131374
-1.82576048 10.07087040 -0.55565906
-2.61723232 10.25366497 -0.50627995
-3.06594992 10.18958187 -0.46565083
-2.52876067 10.36785316 -0.44268516
-2.46003652 10.30972481 -0.49974689
-2.66033340 10.37321663 -0.41196376
-2.74483943 10.40704346 -0.36970851
-3.03977370 10.06330967 -0.36335999
-2.74887848 10.38861275 -0.33983308
-3.03398395 10.08352852 -0.36785346
-2.51758790 10.27136993 -0.15673213
-2.75976634 10.32332611 -0.31949219
-2.74338388 10.23325920 -0.27259102
-2.73143983 10.25551891 -0.27485728
-2.64736652 10.09345722 -0.17309760
-2.62045050 10.15747452 -0.17187995
-1.77192712 10.07817745 0.26449031
-1.97907186 10.16994667 0.14422196
-2.51269054 10.08734131 -0.10506531
-1.27568948 9.96079826 0.37422860
-1.53651178 10.04172802 0.28305537
-1.68988895 10.16565323 -0.54698330
-1.15130067 10.05274391 -0.58223015
-1.05055070 9.98257732 -0.59126115
-1.37534833 10.11411953 -0.56685179
-2.00482154 10.32491875 -0.50830245
-1.51028526 10.11296940 -0.55531991
-1.98160100 10.29344940 -0.51739150
-1.82231545 10.32959843 -0.49914289
-0.65182823 9.81122303 -0.61577415
-0.73046046 9.84899998 -0.60699469
-2.36359000 10.40864086 -0.40700150
-1.94257462 10.36836338 -0.45783544
-2.62757850 10.44588852 -0.35003328
-2.65767407 10.45237064 -0.34061989
-2.29531217 10.46281815 -0.31588200
-1.81834960 10.36375523 -0.45932966
-2.10127568 10.49316597 -0.26401460
-2.37248993 10.43941402 -0.22517663
-2.38405704 10.48045731 -0.27305767
-2.57067990 10.41567230 -0.26183802
-1.81510890 10.32113838 0.07603131
-1.79502511 10.32448769 0.07867990
-2.02693772 10.30606174 0.02633680
-1.36851072 9.99552345 0.32242289
-1.77598417 10.24258995 0.13341413
-1.87085652 10.28248215 0.09396631
-2.08204198 10.25532722 0.03614018
-1.31225491 10.07159042 0.30746165
-0.63987786 9.73466873 0.53888988
-0.63802588 9.75184441 -0.59661478
-0.87860107 9.89183903 -0.57128835
-1.04977536 9.99259186 -0.54775947
-1.57850051 10.31075859 -0.48523960
-0.79242688 9.89529324 -0.53455639
-1.37384295 10.24826431 -0.39160576
-1.81033766 10.41124439 -0.35297313
-1.91426015 10.45327282 -0.31034780
-1.51211858 10.30302715 -0.35306713
-1.84531629 10.45246601 -0.20344678
-1.65377271 10.38476753 -0.22682579
-1.61758101 10.36635876 -0.25056586
-1.70155418 10.40533733 -0.13359508
-1.66207552 10.34511757 -0.00883405
-1.69283187 10.29377365 0.13058953
-1.75639379 10.36160660 -0.00014765
-1.48929608 10.26494789 0.08965038
-1.38622093 10.26861858 0.02635391
-1.39591670 10.27812576 0.00935875
-1.32100928 10.24056244 0.05707133
-1.15393424 10.08463383 0.28046823
-0.92598015 9.92430878 0.39580259
-0.60775673 9.75073624 0.51760912
-0.70269853 9.83434582 0.42851555
-0.27741355 9.52559280 -0.59967673
-0.79748333 9.91566086 -0.46998218
-0.16383255 9.41945553 -0.56971717
-0.96982753 10.04633045 -0.45127627
-1.33651292 10.27935696 -0.20150281
-1.13897955 10.15773869 -0.32206631
-0.89520550 10.00136757 -0.32667851
-1.20676875 10.19929218 -0.27648726
-0.84269518 9.97899723 -0.22577748
-0.86607003 10.00743580 -0.09740728
-1.00229764 10.08193207 -0.14983900
-0.75876302 9.91550064 -0.34787887
-1.06626534 10.08919907 0.15916917
-0.99531603 10.06865311 0.03618441
-1.04425645 10.10133839 0.00256307
-1.14609170 10.16768074 -0.05671440
-0.82531124 9.95769215 0.12324592
-0.76945865 9.91211224 0.20585962
-0.97945070 10.03709793 0.17551006
-0.71359086 9.86780453 0.28074369
-0.80905217 9.91923904 0.29952556
-0.81014276 9.91461754 0.33148661
-0.45558164 9.69376945 0.38401961
0.05216905 9.23682594 -0.60691714
0.09821941 9.15602970 -0.54917270
-0.44514579 9.66740894 -0.38496664
0.03690599 9.20312500 -0.50240576
-0.23649609 9.46436501 -0.44918588
-0.59525192 9.78524876 -0.18441272
-0.51184356 9.72444916 -0.32307595
-0.68394679 9.87128544 -0.26448840
-0.54877156 9.76252365 -0.38037211
-0.49909386 9.70502472 -0.12218167
-0.72575122 9.89622211 -0.05731320
-0.52433658 9.72486115 -0.15678850
-0.56349808 9.76344490 0.24803026
-0.69236618 9.86930466 0.04466990
-0.70375192 9.87913609 0.10333234
-0.70173419 9.87765884 0.13554016
-0.45319811 9.67072201 0.30318019
-0.35051736 9.58457756 0.19955674
-0.28518432 9.52954960 0.28918287
-0.07222778 9.40802097 0.50033432
-0.00816468 9.36181450 0.52524304
-0.23183700 9.50138760 0.36645114
0.01701930 9.29382610 0.41426259
0.09491253 9.24170876 0.47011998
0.02932536 9.19951725 -0.39354163
0.22880536 8.98975658 -0.47530991
-0.10446415 9.34263325 -0.33439210
0.12554172 9.08262730 -0.25514418
-0.27545074 9.51619434 -0.12886515
-0.00534321 9.22468662 -0.21772635
-0.08983973 9.31248379 -0.15324038
0.09300864 9.11580658 -0.18062383
0.09775016 9.11032772 -0.19644433
0.01290917 9.21458435 0.07860416
0.00747073 9.21409607 0.02312074
-0.16723454 9.39836311 0.01635729
0.12606519 9.09657383 0.10311743
0.16176203 9.07301617 0.24128315
0.30049717 9.05902958 0.52543646
0.12997851 9.20140648 0.46110108
0.05541801 9.22453976 0.35157627
0.41407683 8.89656925 0.47223011
0.22959889 9.01719570 0.29263684
0.33937526 8.82691479 -0.35512102
0.35978973 8.81203079 -0.41114819
0.29983848 8.85618877 -0.23924305
0.17984158 9.01574707 -0.18724458
0.25238004 8.91871262 -0.18800786
0.25870734 8.90633392 -0.04768539
0.39619294 8.72987747 -0.04925702
0.18323053 9.02927971 0.11901244
0.13888073 9.06856728 0.02715448
0.36067900 8.80296326 0.13015589
0.38195208 8.77849579 0.14632817
0.44771990 8.78671551 0.34474075
0.43635398 8.79397678 0.33299559
0.50337696 8.72535419 0.36122003
0.48960763 8.58516502 -0.09193967
0.49861249 8.57528305 0.00310328
0.55405712 8.48564529 0.01709239
0.54847795 8.55388260 0.15924266
2.52527046 10.88700294 -0.47509795
2.26370406 10.89518261 -0.29084653
3.35893106 11.06201458 -1.08063960
2.64943361 10.93340683 -0.56713665
2.84237671 10.96248436 -0.70624352
2.61980724 10.94361877 -0.54711235
2.70635629 11.07515144 -0.62029427
3.06365728 11.04371643 -0.86907697
2.76213670 10.98351383 -0.65041792
3.25104189 11.06109619 -1.00346231
3.21316528 11.16399002 -0.98428428
3.19865751 11.17226982 -0.97460246
3.08773470 11.16508293 -0.89528531
2.69186068 11.03807640 -0.60460281
3.56065488 11.12175846 -1.22682297
3.56303906 11.21788120 -1.29772663
3.58940291 11.16885853 -1.27772188
3.51330233 11.15466118 -1.19703960
3.24555659 11.21923923 -1.01499903
3.57511520 11.20130825 -1.39318323
3.64390087 11.14826393 -1.42622352
3.78921580 11.05731869 -1.48703957
3.34829640 11.14972210 -1.39316428
3.37124753 11.29043198 -1.33010781
3.14768267 11.21512508 -1.34796369
3.40708756 11.13041687 -1.40647423
2.60163093 11.02019405 -1.33922791
2.96838570 11.15084648 -1.35534656
2.98453140 11.06289768 -1.38048851
2.67897034 11.01888657 -1.35015202
2.58013844 11.03197861 -1.33321416
2.25897312 10.96848011 -1.25999475
2.27178073 10.97331142 -1.26472199
2.27979803 10.78933620 -0.29900217
2.47985864 10.92793560 -0.44771600
2.29279971 10.83721542 -0.30866545
2.59186029 11.05194283 -0.56404364
2.31494284 10.88978481 -0.35599056
2.37488866 10.82579517 -0.37166387
2.45087862 10.86856461 -0.42824396
3.06527710 11.23625278 -0.89744765
2.88673496 11.38495350 -1.05993831
3.12673569 11.35447216 -1.13297844
3.00159669 11.30244064 -0.99158102
2.84978080 11.31640148 -0.93728572
3.14036131 11.34461594 -1.23013985
2.98595715 11.29306984 -1.23993587
3.12685561 11.34081173 -1.23010242
2.82747316 11.38706303 -1.06355762
2.57247066 11.25433064 -1.13866007
2.81427431 11.23729038 -1.24838495
2.28383160 11.03334904 -1.18963313
2.35865951 11.08443356 -1.19557202
2.34137201 11.00655270 -1.21698761
1.93534672 10.86870193 -1.13671196
1.38375759 10.62642288 -0.96307689
2.26454377 10.84027100 -0.33260083
2.08563304 10.78854179 -0.26390797
2.65086913 11.17562580 -0.63558668
2.09746027 10.73145866 -0.23097587
1.84560180 10.52695465 -0.04536077
2.73587561 11.28141403 -0.83848441
2.58710551 11.20993328 -0.76469696
2.53639150 11.20075703 -0.76730496
2.44845772 11.12814045 -0.65315324
2.36901593 11.20639324 -0.82295734
2.29968405 11.10439301 -0.64806002
2.82443166 11.38963509 -1.04832101
2.46417761 11.21869755 -1.13929009
2.36137176 11.19802570 -0.96582884
2.15896559 11.09700108 -1.02754009
2.16277170 11.10352898 -0.99435341
2.22253728 11.14049339 -0.92778802
1.65822625 10.82953644 -0.96287024
1.54734349 10.74370766 -0.96706891
1.62997973 10.81217670 -0.95887125
1.47189987 10.70663548 -0.92743266
1.53350294 10.16296101 0.18531960
1.56747377 10.20074177 0.14427476
1.68396103 10.41741180 -0.04565825
1.80188251 10.58058357 -0.16797654
1.75365055 10.49186897 -0.09568530
2.05500317 10.87821007 -0.44211376
2.10363340 10.87896252 -0.37288153
1.99483645 10.80990028 -0.36956701
1.82221556 10.83642483 -0.59068084
2.14549732 11.05375099 -0.70152342
1.97542024 10.92246914 -0.61152083
1.85596669 10.69647312 -0.29814655
1.89717472 10.98506737 -0.95837271
1.98327422 10.98970127 -0.78762746
2.15205956 11.09775162 -0.80707783
1.70555091 10.80691528 -0.74435842
1.68423486 10.80348301 -0.77974355
1.66720784 10.80967522 -0.84016883
1.10433674 10.44705200 -0.79437894
1.45035565 10.68418694 -0.87353027
1.48693967 10.69993973 -0.84858352
1.14105713 10.45377922 -0.76301610
0.81665182 10.24092007 -0.75252104
1.64970922 10.38607788 -0.05013969
1.52827919 10.21123695 0.03914339
1.46205378 10.16462326 0.02826978
1.71816766 10.50367069 -0.14760432
1.57825112 10.39918613 -0.16750383
1.53601861 10.34374142 -0.13301435
1.71856451 10.57228088 -0.26110414
1.62768352 10.55544853 -0.37253693
1.49162292 10.33946705 -0.18985572
1.74518478 10.73231506 -0.51469809
1.55158901 10.58274364 -0.51195163
1.75089014 10.76840019 -0.56643200
1.53816271 10.54764271 -0.47002476
1.59009647 10.63420868 -0.54888129
1.23540306 10.34111881 -0.51944399
1.30547452 10.47181225 -0.64793044
1.33525109 10.40758228 -0.49922246
1.07703233 10.26516342 -0.58761710
1.03321183 10.32114410 -0.68193138
1.01788819 10.27705765 -0.64240581
0.76216906 10.07921600 -0.60710394
0.86098135 10.11048889 -0.57683706
1.24557447 9.80078602 0.26974374
1.36921823 10.09387112 0.00006070
1.16351509 9.75134563 0.15191093
1.29054022 10.00547123 0.00261126
1.29561901 10.17325497 -0.22960892
1.19702327 9.94380951 -0.05044124
1.32572806 10.15275574 -0.15093914
1.26926684 10.14388084 -0.22538234
1.08988345 9.89970875 -0.13325730
1.21525836 10.19141293 -0.35144389
1.09555292 10.14579296 -0.43031216
1.12717950 10.21042156 -0.47230220
0.97667855 9.95894051 -0.34096986
1.03427351 10.15680695 -0.51258749
0.84546632 9.93441486 -0.43555161
0.71425998 9.96095181 -0.53512913
1.04898596 10.20547867 -0.54859245
0.54877818 9.75020885 -0.46646905
1.09745193 9.69093227 0.13702334
0.93540680 9.43933105 0.16720186
0.95780116 9.52061176 0.10209687
1.02041197 9.84105015 -0.16644509
1.02849686 9.72793198 -0.02638570
0.91709405 9.68833828 -0.13462031
0.83686018 9.76024342 -0.28610900
0.83035648 9.63153076 -0.17332198
0.79883105 9.74216461 -0.30898175
0.79502070 9.68897820 -0.26354432
0.77722317 9.79347038 -0.36291286
0.79244691 9.81896114 -0.37270653
0.51115143 9.60887051 -0.38920549
0.76895607 9.29329205 0.06630545
0.86238682 9.48419380 0.00873043
0.77383423 9.49123859 -0.10660526
0.66571569 9.46682072 -0.18997097
0.78954971 12.10696220 2.42005873
0.85689265 12.35060310 2.49369287
0.83235282 12.19520664 2.50626087
0.70052129 12.12507629 2.12148476
0.96952480 12.22167015 2.93413377
0.93078995 12.21301842 2.81400728
0.80079001 12.29404926 2.34574366
1.15690029 12.20447826 3.55015206
0.69019210 12.11333466 2.09503126
0.85179752 12.14931393 2.59913349
1.23130202 12.18074036 3.80665541
1.11221480 12.40995884 3.30086374
1.05047774 12.32777023 3.14532900
0.77800679 12.11690235 2.37830091
1.03797460 12.32956982 3.10404158
0.94182104 12.16742420 2.87991905
1.18447733 12.16993427 3.66134429
0.92998028 12.14106846 2.85570979
0.91830528 12.16388226 2.80594134
1.24932182 12.23527718 3.84250331
1.31952465 12.24207973 3.97301650
